Ngày,Đài,G.8,G.7,G.6,G.5,G.4,G.3,G.2,G.1,ĐB
12/07/2010,Cà Mau,80,062,758066902997,7156,28928430809125442569604019296544363,2314997169,77648,89899,459053
12/07/2010,Hồ Chí Minh,28,511,414456160539,7278,62086117868529441525163598694950638,0916191921,26616,02163,601110
12/07/2010,Đồng Tháp,15,755,169602453710,0445,83891327364419875807246297607038795,2080527583,29046,32573,050101
13/07/2010,Bạc Liêu,98,293,503428080869,0422,77433992389357525443152221566681819,8596727339,58750,46799,603930
13/07/2010,Bến Tre,08,710,876038102864,4587,16414876883595584213184818074569023,7056916436,52664,58275,805601
13/07/2010,Vũng Tàu,87,049,378433955221,3254,89528684817822596023969302641564846,7753552545,30054,15875,362030
14/07/2010,Cần Thơ,63,043,847513499752,3186,49275851703845858369094318326011688,0863077396,39858,93460,161598
14/07/2010,Sóc Trăng,15,249,264684479723,0679,46034737942818848260103785333374019,0537609502,94418,20067,370472
14/07/2010,Đồng Nai,76,322,224191008091,0516,05482019522948670379291687428500547,5870164164,18045,74373,753722
15/07/2010,An Giang,21,502,854181618182,4806,02159388468990099201959964973359559,8965026124,94982,98083,488805
15/07/2010,Bình Thuận,38,462,615545774297,1679,82271757631085929903440556590966549,7614398351,80352,52799,455255
15/07/2010,Tây Ninh,15,430,763426987877,2951,26093392906252811873635927241942491,5039926168,64205,97134,426088
16/07/2010,Bình Dương,50,037,946666355506,3778,72174411768122328035784377427976923,4807788631,58396,13106,659524
16/07/2010,Trà Vinh,30,213,113267985600,6146,96232217337002756914302919585958334,2561044757,51647,27914,582147
16/07/2010,Vĩnh Long,60,124,165391635111,0360,44259992840325519606292276802291832,9109072237,43825,35077,629759
17/07/2010,Bình Phước,86,417,338719717896,4196,08214837268940319104813222415130907,5253174682,86146,47391,078025
17/07/2010,Hậu Giang,17,820,718344057804,3799,05412764650217654428078185525668117,6764314106,10497,74320,301924
17/07/2010,Hồ Chí Minh,13,984,867653863244,7145,25518284575761243481520906202869659,4160397671,07238,02274,773440
17/07/2010,Long An,55,717,786802707190,6842,49101729225291811991885928905553826,3105569095,18945,29657,893628
18/07/2010,Kiên Giang,88,736,413288476171,7028,11364078612212941016915711760697548,5485053570,99442,14430,025905
18/07/2010,Tiền Giang,39,592,527110341381,0895,03576436579510504735165588969898791,3540998363,57058,42110,573421
18/07/2010,Đà Lạt,27,997,642227912073,5076,76878563701697063024135989727568339,2387453825,25501,94216,240095
19/07/2010,Cà Mau,88,498,558518167266,5199,38278153195762053218256622416071561,5720017284,67189,36532,504975
19/07/2010,Hồ Chí Minh,89,903,468038609361,1872,24411372766024725062870475742740168,5916259645,58403,90556,813314
19/07/2010,Đồng Tháp,92,801,762915866312,5127,61686724711553174940095112848568257,9288270831,32787,64792,055935
20/07/2010,Bạc Liêu,47,549,651555719585,6873,65730996569956962743398502336656284,6889709269,00850,46508,489642
20/07/2010,Bến Tre,75,008,844501209316,7783,32108191241960486120819310525267316,7697654984,17542,13103,458074
20/07/2010,Vũng Tàu,75,859,397748478958,2919,78383490085758721191461909397930872,1538486700,18898,65942,652420
21/07/2010,Cần Thơ,87,933,911684136026,3475,99443967928744143213997353534667275,6144796831,47171,53906,108511
21/07/2010,Sóc Trăng,84,855,653772390811,6336,61218941571435606801799823046869070,7010661956,62600,02647,431187
21/07/2010,Đồng Nai,43,464,811263171177,0873,32614890266999084694311868335972017,9368517241,76763,62496,967206
22/07/2010,An Giang,63,996,487224625945,5995,11836528259729479579649533500462967,4775829523,31168,32193,457244
22/07/2010,Bình Thuận,52,871,832516205064,4744,03528733656832833920616452277053379,3217058335,35787,64599,040303
22/07/2010,Tây Ninh,85,269,766899460578,5837,27568948964992409751202643593812253,6441024927,71707,46432,482189
23/07/2010,Bình Dương,97,266,252570975623,3624,20671377162098192278413598737570205,7532156494,86485,40375,673712
23/07/2010,Trà Vinh,36,458,239256117440,5177,97066033370957609759793022050789601,4663650116,66918,49218,343369
23/07/2010,Vĩnh Long,07,423,950033570984,4957,92413014551574117056113140779883244,9495428659,54216,14256,872635
24/07/2010,Bình Phước,99,303,227804190762,7334,00425459402408196702751871593488518,6822492239,06447,18079,113660
24/07/2010,Hậu Giang,13,368,527957006556,9392,67578741508118138808679779218163395,5545809370,15873,34403,694490
24/07/2010,Hồ Chí Minh,81,427,520541451028,8351,74495145031573106957452875467008237,1209217691,75085,88669,306305
24/07/2010,Long An,63,668,461582384660,3948,05509594714169470686460147064532812,8841988949,44972,40417,538698
25/07/2010,Kiên Giang,66,661,248631153197,4594,12157310773516771847836017674623608,0209364185,18492,22070,254269
25/07/2010,Tiền Giang,90,232,036716396454,2188,27631627706281843045760433613216698,8994890492,83859,37310,459493
25/07/2010,Đà Lạt,77,261,963243861796,2556,79668279861490496180763381526417722,7897055177,15673,94878,670096
26/07/2010,Cà Mau,96,169,111193204268,3836,34885080685990633060326322668276737,1032582713,62010,16843,177191
26/07/2010,Hồ Chí Minh,52,080,285017868111,8704,61333683515040470557811473768573887,2728116237,97459,44807,497560
26/07/2010,Đồng Tháp,53,503,127975640110,7885,96703157181145412639119558212403014,4711882018,57797,39004,217000
27/07/2010,Bạc Liêu,09,916,901657527117,5431,85465189560148874635555124149608049,0907827986,89499,60636,551219
27/07/2010,Bến Tre,69,437,764477874737,8878,20409340561552923617822432143323864,1822503263,31230,46497,484178
27/07/2010,Vũng Tàu,88,164,116548567598,8635,52017165295708647224805216295369760,2641467822,42023,15682,388036
28/07/2010,Cần Thơ,91,949,069230718086,4497,75665364946511997336477993412063764,4322966794,58158,55262,724208
28/07/2010,Sóc Trăng,24,039,385739309857,5685,74867154337949512407642805316923683,5848461973,42286,92831,969775
28/07/2010,Đồng Nai,89,461,903928374116,5855,83559558289694658450358519011543003,1456468902,10606,60071,820144
29/07/2010,An Giang,20,703,866269010826,1354,03262126241776398372424772980061499,2627167749,49264,98574,202500
29/07/2010,Bình Thuận,66,006,262382148698,2345,66043989630907825915996891322691741,2823841179,36530,25650,800682
29/07/2010,Tây Ninh,65,624,472767641994,4288,40790722132110632994415146465475020,8479959951,82849,19626,468906
30/07/2010,Bình Dương,77,629,423295735965,0032,92393589018543411759980892482238869,6390015571,35865,24951,430881
30/07/2010,Trà Vinh,55,410,551366405895,5946,21465856863981678451908777042113476,0896988392,89349,87923,597488
30/07/2010,Vĩnh Long,08,187,696936626178,0560,78724652112470574653729031591640762,6951251313,15389,74747,058558
31/07/2010,Bình Phước,11,402,311196653328,6403,96639589421178513421448837005714487,1110230019,04753,08320,453804
31/07/2010,Hậu Giang,84,117,000584106069,2276,65421152012940032357329847937039735,1235500075,94314,93907,989269
31/07/2010,Hồ Chí Minh,06,604,176796708724,5059,74988658223944400888632998268202427,7081149762,67393,77916,348112
31/07/2010,Long An,07,718,178460783779,8683,42624207175867209401924061930642420,8432610197,11228,84305,677300
01/08/2010,Kiên Giang,00,272,763266544527,6466,69185065907719069567070595140326089,8010454567,34681,59038,347119
01/08/2010,Tiền Giang,90,655,110584271493,7721,64438018568684379660043987078897926,7587828895,86244,93885,837967
01/08/2010,Đà Lạt,16,713,539635964398,4486,54078833272772721445918591432170863,0477807078,13042,87988,118367
02/08/2010,Cà Mau,04,845,833864200438,6548,93435994735809385569417799609258936,9641251171,08688,52377,841209
02/08/2010,Hồ Chí Minh,11,535,885344126775,2531,26133189246175555775725648296742664,8549064316,93475,21663,742759
02/08/2010,Đồng Tháp,39,455,976005872180,8922,64618449775453223161424133167894389,5954291469,68967,02596,569502
03/08/2010,Bạc Liêu,20,230,197605657668,5916,53377760640529140552611036707708991,5430619338,43983,27792,531007
03/08/2010,Bến Tre,37,510,987802943418,1039,41170961305238718798879722413318267,5677080420,92118,41367,032921
03/08/2010,Vũng Tàu,54,603,245923614274,5006,49956170142595568928016575483535531,3986824384,60720,48436,662579
04/08/2010,Cần Thơ,83,196,455366994867,6424,42847043543032371114838223638005100,4366470520,64607,06311,846272
04/08/2010,Sóc Trăng,56,244,061706734430,6417,94002676594835282039282576261772218,2101726733,35663,34195,290634
04/08/2010,Đồng Nai,49,121,407960942020,2067,68805742290211910706621777417790215,0122817885,22159,70401,883296
05/08/2010,An Giang,50,077,393830144265,2897,01641755026589365062379638762517202,9246371153,43319,28613,794716
05/08/2010,Bình Thuận,12,639,551668501557,3006,83486713252259004590246180887353501,5337193679,74521,52375,762343
05/08/2010,Tây Ninh,79,357,811920615224,0259,73308146340205719118501252326328805,6393743853,85344,94444,893347
06/08/2010,Bình Dương,46,404,223129310239,7618,26353335492980096568683409945973344,2931113655,06486,99454,444538
06/08/2010,Trà Vinh,48,198,783455076426,1133,48859408816960697906042313237827463,8794335276,35102,11495,167033
06/08/2010,Vĩnh Long,97,659,061127729586,5550,20206255543589862604489248390572895,2975846506,68572,14865,380263
07/08/2010,Bình Phước,45,901,277596583819,6330,06278446104027762939457039706320845,1360924565,98803,39750,953648
07/08/2010,Hậu Giang,39,628,992666554704,1680,27771286710547273924549094692496534,2269476843,17977,29828,781332
07/08/2010,Hồ Chí Minh,27,476,087645639270,1038,06902367659236961821338851827293191,4714365473,02671,61682,978399
07/08/2010,Long An,19,714,554259804601,3692,76433971408692753626112559627852623,7932246262,66481,80903,646274
08/08/2010,Kiên Giang,92,039,132469875632,5833,53108957165710132736371932345251194,0253599278,19005,82880,877986
08/08/2010,Tiền Giang,98,654,960296214262,6045,92640599268479026112908738699055190,1053025942,93314,33764,591598
08/08/2010,Đà Lạt,91,554,367801960244,2694,28532191481298668394563948112162097,7225878500,06694,12906,451650
09/08/2010,Cà Mau,33,342,611807227680,9632,71902445034737415865914071229902303,9323290210,11593,67485,299379
09/08/2010,Hồ Chí Minh,65,794,952881859368,7007,44552097901699866676882336082682016,9092048005,73340,38760,682601
09/08/2010,Đồng Tháp,33,598,851478600952,1515,28367606410668920188256594984361567,9190133325,43244,18489,144560
10/08/2010,Bạc Liêu,42,183,196364014597,1990,24316807019409263031702401225098540,2434283233,67811,96970,508793
10/08/2010,Bến Tre,97,089,700727716201,1393,16678386583714174612640480470768070,5504908393,88923,21977,304233
10/08/2010,Vũng Tàu,69,698,741466104480,0596,28034940156604741207012202398526330,6421018913,59850,59642,961404
11/08/2010,Cần Thơ,23,903,464729018174,1823,94780944962700151270191203891468491,7080412087,69930,93149,114024
11/08/2010,Sóc Trăng,19,062,152482971313,4142,43370299009268543898378162822573364,4695830487,38993,57702,237044
11/08/2010,Đồng Nai,21,666,874777732219,0632,43859997810178328752905108866643555,4846331276,88288,69391,467869
12/08/2010,An Giang,34,927,405844609384,4933,55881115486507561600558467081893349,8381661009,30059,78642,029946
12/08/2010,Bình Thuận,04,321,459961161536,2582,94624865310409631808769202998710304,6195797322,38263,51614,824864
12/08/2010,Tây Ninh,05,889,956551541756,4661,11304237225360416731715560205795157,4083809792,77335,10382,511134
13/08/2010,Bình Dương,81,020,780553918801,9353,08250034727980871843574215828853966,2821769460,49725,62864,257413
13/08/2010,Trà Vinh,47,697,981271453040,9769,93967115007331555175168288316091696,4094091243,03402,36873,430778
13/08/2010,Vĩnh Long,15,870,296511807175,9987,25202270003140019748729710018264954,2925125842,45300,51543,781848
14/08/2010,Bình Phước,02,955,185041022895,1910,85962922919019585870218810249458745,1724518413,28292,76753,392333
14/08/2010,Hậu Giang,36,692,376546967603,4174,87445543568226546828809392244087486,6115019773,98205,13126,525072
14/08/2010,Hồ Chí Minh,00,530,199734358600,5888,20378504307712739883457263372889964,6613027848,31625,10251,669888
14/08/2010,Long An,44,395,674173683157,9852,07789350148323527806063259749449188,4940832342,10785,46974,037405
15/08/2010,Kiên Giang,62,834,133028450848,1805,39496714048656319351049989046167923,3773753676,26507,16245,616067
15/08/2010,Tiền Giang,68,918,888061127751,8735,83256903460877582465156401618113096,8047839745,79163,05562,991736
15/08/2010,Đà Lạt,93,975,465069215475,8241,79111481285680455358141621893919616,5465974160,57746,51720,814338
16/08/2010,Cà Mau,20,788,468539523690,1023,83491970627987666207156591783946990,3758906096,40493,38004,161615
16/08/2010,Hồ Chí Minh,11,510,486166158873,9179,58739866739374079065423337069157177,6806656898,93413,71637,002846
16/08/2010,Đồng Tháp,85,150,044310683738,3974,95706196630708766446100660267382380,3473641279,67828,38688,201203
17/08/2010,Bạc Liêu,76,099,497469343653,1309,81601735585820708704565570550881105,8958438748,23835,96560,799234
17/08/2010,Bến Tre,04,041,684162143983,7665,87543741422711579770492427167203986,1714921009,93156,73193,065932
17/08/2010,Vũng Tàu,14,157,327197816649,5847,13574488373469173626787801863026754,6990026935,21151,09142,854234
18/08/2010,Cần Thơ,36,405,378464091287,6971,60384681636609700585289511760494737,7320217031,23306,58118,638014
18/08/2010,Sóc Trăng,86,115,299008857525,3525,04004230016887359743841698581048753,9406406938,27029,28674,024844
18/08/2010,Đồng Nai,66,351,697595624037,3781,92603497796049947504800756885813737,8772924764,16406,82873,107539
19/08/2010,An Giang,85,427,767105265466,5082,04317687215430400284552568479458103,6367321521,79145,43395,024721
19/08/2010,Bình Thuận,27,654,363637206313,7390,04282843110450703902843772189242816,2800008861,52975,71162,211165
19/08/2010,Tây Ninh,33,239,013157313383,6670,26938942320215483997499267797278664,1674330761,81596,37763,878204
20/08/2010,Bình Dương,92,043,390087744607,8011,50608287760303506599457320437982141,1190580915,42005,65308,759464
20/08/2010,Trà Vinh,57,351,710538343961,3942,68332608806943329129910965900502696,3303760310,19347,69365,802269
20/08/2010,Vĩnh Long,25,504,896061648672,2757,18865949177125011730056325986216787,3667290958,38485,27844,920159
21/08/2010,Bình Phước,30,094,061620347283,1339,26771431393305102373688296248900854,2867471828,99549,96566,327266
21/08/2010,Hậu Giang,55,992,003641175464,4172,99711498970421609378282631060319478,7972095241,35651,36453,630193
21/08/2010,Hồ Chí Minh,35,351,592011675746,4053,35285937374094413164017543405091328,6686432935,32294,17967,784822
21/08/2010,Long An,49,875,497185602527,0254,03404500737829480510552348798978224,4434769323,42732,17096,551756
22/08/2010,Kiên Giang,80,919,646611101876,3009,79754266556105660312001908592041914,4017794292,77593,09862,495189
22/08/2010,Tiền Giang,80,309,447673316540,9007,27744715431324116837753180705631478,7258117324,56155,62174,289534
22/08/2010,Đà Lạt,35,642,772846917353,3596,29866646956828645761712353358398562,6043306178,25853,91989,854650
23/08/2010,Cà Mau,66,695,240656809470,4611,40320287980768122956258421797159067,6346726516,76688,23175,828964
23/08/2010,Hồ Chí Minh,05,911,259585394931,1262,08624047583798893514257369904221745,2775553216,61813,42478,517993
23/08/2010,Đồng Tháp,51,845,407768182062,1883,11788511508684602960633108662379742,4501350792,14050,75167,010603
24/08/2010,Bạc Liêu,54,151,160066648641,6199,78598682951578315355461163975030583,6146492944,88987,34793,078003
24/08/2010,Bến Tre,48,300,941853249053,8540,37912864009005085801971248460747363,3344932650,28657,83905,087411
24/08/2010,Vũng Tàu,09,001,300824953640,7715,26114926425384688869873079722548056,2558835536,21880,03139,067712
25/08/2010,Cần Thơ,18,654,330483775798,4176,99228649480672024926232376240686411,0833378705,88761,11345,592300
25/08/2010,Sóc Trăng,56,175,133260727408,2344,21296919644808427341136712558698780,0624131985,48485,30328,668673
25/08/2010,Đồng Nai,34,973,822870810939,1188,66530073336261784775339235728046382,6864947883,67460,46202,918852
26/08/2010,An Giang,13,329,335640094934,3375,05140381617278763403902642810876958,3318502264,52383,59404,258788
26/08/2010,Bình Thuận,44,681,326022632033,6633,30492613036313238755353887099806484,0533465604,21539,24905,884360
26/08/2010,Tây Ninh,71,280,151926357784,1972,93611819877210306583037004339842599,8624744349,93563,77123,735799
27/08/2010,Bình Dương,73,449,896303038346,3217,86871776044062925510585428784690953,6895350661,25020,69850,141929
27/08/2010,Trà Vinh,10,956,702283033900,3223,68785435075220139978243469694810188,3495372332,01205,97692,015837
27/08/2010,Vĩnh Long,72,930,759113353448,4372,21193683031073040915898385300514388,7104338324,30869,49579,949205
28/08/2010,Bình Phước,32,702,247574494900,0507,93470492947876426935396570167110409,9152492717,27463,46788,886940
28/08/2010,Hậu Giang,84,149,325190583767,2724,77100452288874984089456028396895776,4998458181,59532,22161,365622
28/08/2010,Hồ Chí Minh,25,165,581699984741,5727,46320008695899332781681667574365239,9618746547,75715,37106,546630
28/08/2010,Long An,30,148,403700655450,5397,64157152501324335923215150529907295,7817919254,49140,57061,610428
29/08/2010,Kiên Giang,88,435,648876811139,4031,19484229722325968679407304225599587,2787260324,33026,97349,825105
29/08/2010,Tiền Giang,54,701,133666888223,4542,98702629055322159676692518643097102,4599001215,06545,13261,520606
29/08/2010,Đà Lạt,83,458,551133917917,1657,85202480248688407651150453861758033,5109573805,27581,79734,938471
30/08/2010,Cà Mau,20,660,898693218443,4413,59449766827734988231243829788925731,4155098911,95037,54232,420752
30/08/2010,Hồ Chí Minh,72,486,126833746073,4390,82460243454861063174676303018555338,7805365022,88493,77129,174580
30/08/2010,Đồng Tháp,36,337,403651462491,6731,90545359774014763641837635169661781,5213371765,16175,23683,066233
31/08/2010,Bạc Liêu,48,630,473917274042,4041,22819814040287365864513884692118632,3701537805,34378,31693,715580
31/08/2010,Bến Tre,14,093,646359534965,4309,81142229392971159748889229795635710,7019702569,73695,79234,580462
31/08/2010,Vũng Tàu,13,166,972634862666,9349,17979249555434829443247643874842457,4347240233,84844,28213,707182
01/09/2010,Cần Thơ,56,380,405215754465,5729,04090142816774121520275908004178629,6024336497,51109,03294,794846
01/09/2010,Sóc Trăng,80,662,951833795942,8618,89494434787835870625588920066104182,5142011799,08204,94118,652601
01/09/2010,Đồng Nai,66,569,015375982358,0571,05832786801852658929555020166917947,1888898674,73854,55185,416969
02/09/2010,An Giang,20,724,756429721671,7154,08813458550030117271656261173653450,6436817878,20172,51531,906558
02/09/2010,Bình Thuận,32,149,186995661643,9512,40539552208214733946812324672483194,5507584006,02725,30980,935700
02/09/2010,Tây Ninh,41,104,568707004939,1580,89491373785559330284649879569459859,4698934991,06435,98442,853331
03/09/2010,Bình Dương,33,755,047278983712,9187,51383560401780596149500049939140352,6202023988,37305,00525,666401
03/09/2010,Trà Vinh,74,209,722079756128,8620,18308508220757884262663173439905608,6342406306,42049,50025,993008
03/09/2010,Vĩnh Long,58,195,736410099387,6059,92425312490905121098858550547582254,2230034771,34270,23380,672386
04/09/2010,Bình Phước,75,188,948911980312,6406,52748134546948544857581116267528366,4370777170,01492,88914,986218
04/09/2010,Hậu Giang,88,590,690472666159,8882,20314026646056339389943634931683206,2602238471,51066,25233,426810
04/09/2010,Hồ Chí Minh,51,066,749609957606,6588,16973078585179226220507740796561874,5029952467,46468,36949,757699
04/09/2010,Long An,26,039,862003516827,8146,95044689119670685883642716527117410,8649979978,59962,57475,182156
05/09/2010,Kiên Giang,31,168,924854341533,6853,33590950839251930927253024716071174,2188829514,94310,48757,117954
05/09/2010,Tiền Giang,13,022,137674556021,7875,89681301354778795231407510791445033,1109700274,74198,55537,635290
05/09/2010,Đà Lạt,62,862,363002170787,4041,73987817986103219710825675513014918,2677038938,45013,45872,435063
06/09/2010,Cà Mau,83,257,527873554656,9601,34994657628269080280830540590720137,9877684656,16213,62105,598766
06/09/2010,Hồ Chí Minh,80,142,502996551644,5587,50865965597663606376899795538161476,3900184405,94416,47277,956881
06/09/2010,Đồng Tháp,81,411,409103981917,7724,23933087715173337642655622315262494,3958880528,39943,80036,647544
07/09/2010,Bạc Liêu,17,759,053082095474,9344,48694884811046551427995554005304268,0745910572,53665,37092,558621
07/09/2010,Bến Tre,82,011,867291881660,4832,48635165495262702793432610252938096,4531084405,19775,85572,454067
07/09/2010,Vũng Tàu,33,878,618881979912,2658,29122904794168663038875478421158661,4635926615,45503,45033,956706
08/09/2010,Cần Thơ,96,353,250369808764,3734,21567730148728694247089708994167363,5240042633,38695,92252,296847
08/09/2010,Sóc Trăng,61,256,665217592079,6229,46785335256946535355611798295857727,8707867154,31701,30010,470715
08/09/2010,Đồng Nai,75,712,211425512631,5996,69154594452522449237813339069258678,9950071356,96420,68476,116422
09/09/2010,An Giang,48,515,603981653973,0598,22075500747514689575836396511937651,8736491699,39796,27579,024177
09/09/2010,Bình Thuận,26,334,457758352311,0224,84677531497558339567536570978534806,0779264154,66622,69107,754903
09/09/2010,Tây Ninh,05,566,060466855341,0659,53125886936513492600041330741778510,2062695454,20444,35005,378254
10/09/2010,Bình Dương,48,829,199602929917,5453,15011420051669926283706730174430926,7263668059,30642,11452,345305
10/09/2010,Trà Vinh,90,930,457683689669,5695,19407623351035628743210924729605851,9617306574,92099,74595,940341
10/09/2010,Vĩnh Long,04,454,639138494369,9208,21242086940403044239560705800108857,2194829079,39583,04860,130118
11/09/2010,Bình Phước,18,674,048152783112,5530,87270769254270753048369143638420941,1632554652,03118,47928,456784
11/09/2010,Hậu Giang,43,827,990531509729,3550,47302420730965533197664398600173947,1950825180,38591,27123,518613
11/09/2010,Hồ Chí Minh,09,294,079403130940,8764,51857622095577948873865992166867299,3444177837,82628,25490,644059
11/09/2010,Long An,13,928,665307479570,7070,69562755750003881515880516170338980,9407465098,49832,57908,119637
12/09/2010,Kiên Giang,90,310,629084546730,8391,30669242171184929978966707560974011,0893432184,78651,19578,009347
12/09/2010,Tiền Giang,37,759,791541030575,5746,47425516178573062185414657579518577,9782328327,66507,73164,347286
12/09/2010,Đà Lạt,96,376,509154010985,2602,96851733610858853299552276966028742,6236320307,61088,39482,124754
13/09/2010,Cà Mau,71,977,182483804515,5704,94782498815104826357830555161242374,0759851342,85353,28366,893306
13/09/2010,Hồ Chí Minh,48,077,030910835009,0078,39092452949578537212427798539441961,1630247152,93012,15376,914249
13/09/2010,Đồng Tháp,10,378,956247585308,6313,23129871781406885068061082748946093,7917486330,68793,50445,092079
14/09/2010,Bạc Liêu,65,043,910803990630,1108,28796319417981262596354206572426539,7059885552,40579,93965,107182
14/09/2010,Bến Tre,19,410,764296206942,3916,80658851482014139914022842203217127,3188213673,85607,32228,069305
14/09/2010,Vũng Tàu,07,134,323924853607,5564,67057075683951373096353533506130241,5245211302,37897,37536,825121
15/09/2010,Cần Thơ,63,934,262702119117,1428,06860503510959934710713924664934519,9119336593,66494,28094,005549
15/09/2010,Sóc Trăng,52,617,829986443483,7295,43350034357540694842543861718727251,5957407201,29037,57426,579200
15/09/2010,Đồng Nai,77,659,998600721122,9354,40252639709029662271279025423537817,3621440997,61070,45794,401243
16/09/2010,An Giang,73,864,951217032783,8718,49196164397473568661088559949298778,5570151358,35719,54538,081594
16/09/2010,Bình Thuận,36,113,610816504127,1582,28369368791771692749597388082297887,8115969496,31859,53893,637939
16/09/2010,Tây Ninh,79,615,188701323978,5331,31241528813855582481795082329285127,2425845717,54680,60669,766298
17/09/2010,Bình Dương,11,543,136815738903,2064,47191736907564637567461295410229453,3623721014,80927,63302,679780
17/09/2010,Trà Vinh,86,902,088787981171,0706,78634906702076047341860974205127340,4537743761,91114,56056,580404
17/09/2010,Vĩnh Long,77,187,349971887982,3547,12462454784084587173100727023298111,5925834775,48427,86989,048830
18/09/2010,Bình Phước,81,505,523240068581,8468,98374548578214607528850352555172413,3928429266,12510,50641,815089
18/09/2010,Hậu Giang,58,770,612296965378,6470,31862937742790070089114231116740608,3720412808,43145,41992,595894
18/09/2010,Hồ Chí Minh,77,068,666865640358,0306,14089592827283615734344421688173378,8597204755,05047,00655,310862
18/09/2010,Long An,43,294,167369618848,6248,80612113440542088914113612536147187,7631957575,29217,05453,192193
19/09/2010,Kiên Giang,47,936,271750010791,0796,72848840140811946885660904913697707,9643149609,75299,28129,746821
19/09/2010,Tiền Giang,89,292,202809503730,7900,83785688916055794983498238083747252,6093550954,73358,69746,174225
19/09/2010,Đà Lạt,66,818,234715813007,0513,34796573961328795878406350516965674,8552548651,05808,08201,026249
20/09/2010,Cà Mau,35,281,702680080198,1792,03592079673645708071056182101840846,7580545825,74598,60974,203458
20/09/2010,Hồ Chí Minh,54,853,940415670896,6318,77469432124838868626542702386065544,1904271735,74008,95655,986436
20/09/2010,Đồng Tháp,40,728,425738752767,3018,56330689411972830342276133504865490,9293032915,23151,05795,877062
21/09/2010,Bạc Liêu,23,037,473187038447,6234,96605065242498634367446009370177462,4251426486,67991,68141,978266
21/09/2010,Bến Tre,31,260,967337780082,0125,32760930047089813530418386291444878,1083833497,80821,83677,859951
21/09/2010,Vũng Tàu,11,256,429457151028,0508,20270201916086945790649151316779629,2769008757,70001,42241,010843
22/09/2010,Cần Thơ,06,206,076233474881,9137,59493964636625812860823501882973327,4582363014,78644,92168,368273
22/09/2010,Sóc Trăng,83,315,085627198111,2035,64679567408329286791683055989157521,3743667521,77572,19992,327288
22/09/2010,Đồng Nai,68,370,626908752020,2924,99543591647482676091257210207294090,1760671474,96180,44872,068775
23/09/2010,An Giang,70,186,986493091737,2877,83035696550925716802743606809313327,4232136476,82267,11067,817016
23/09/2010,Bình Thuận,31,523,344275749753,3024,47918749809885412345539886692340927,0426573696,46106,59361,070991
23/09/2010,Tây Ninh,26,426,117683232030,9071,37720235674675933253206019729949571,1975400356,95400,06273,038746
24/09/2010,Bình Dương,63,314,329625619371,4556,88877860054026346958963854168003957,7127351855,12211,28043,721860
24/09/2010,Trà Vinh,43,120,116498960536,0469,83166868183248826479856301884134029,9544958384,25573,30362,295488
24/09/2010,Vĩnh Long,93,936,090581247074,1049,77969256150699808608254451359893980,0158177438,29361,54264,812095
25/09/2010,Bình Phước,17,486,651228759906,2164,50227015700768443496767208984496423,5934267956,64184,60532,896449
25/09/2010,Hậu Giang,42,396,882030286156,8282,48284760789222151764525055732188843,5049788966,07428,33724,070363
25/09/2010,Hồ Chí Minh,43,800,812979516975,8243,59133665682105082518696797787026035,0896308546,57664,90319,799179
25/09/2010,Long An,29,620,958210843214,5267,50929734999923205474357718135731893,9441213447,97003,30700,543950
26/09/2010,Kiên Giang,33,234,405261750278,7835,04606061696031302794836029807270118,0268427892,83938,35998,326450
26/09/2010,Tiền Giang,32,593,655066874928,4703,09647265311463873607977604072818826,5161044727,32515,94126,530459
26/09/2010,Đà Lạt,53,169,674395470405,0756,13543594776703305423705723130251714,4374033501,90965,50403,799290
27/09/2010,Cà Mau,00,608,406048053021,0928,03820116519341767158924020958600014,8274508996,73384,87306,475190
27/09/2010,Hồ Chí Minh,23,252,687871778120,6993,57492099830648814273421767694216097,0835028067,51041,53301,523695
27/09/2010,Đồng Tháp,25,073,260435262759,2186,25792985383738810242715277727331734,6353466356,09926,01848,055783
28/09/2010,Bạc Liêu,66,256,422375930741,4616,51749725198832085113531787982122551,6530297854,12403,10517,323876
28/09/2010,Bến Tre,57,644,482989553449,9377,31916752022029648636142560688024209,6794388856,40748,98552,601603
28/09/2010,Vũng Tàu,72,280,079376908185,2516,57239239648074937273215963883238714,6339617641,80803,13985,786817
29/09/2010,Cần Thơ,91,131,023122069564,7931,64550162040203643360095757186149191,5481464874,61724,42102,835463
29/09/2010,Sóc Trăng,14,206,332914396161,3586,03128774789711889178230467565345830,1581049836,11664,17313,329619
29/09/2010,Đồng Nai,05,691,101093735790,9056,65594190366867142145969963131986010,1859234929,08654,29411,962889
30/09/2010,An Giang,76,204,423304592244,3864,49874875412185509637092538537865982,9881344135,55927,22416,654204
30/09/2010,Bình Thuận,35,721,442462763773,7984,83801435043131433015728395007890009,3039018046,75209,75173,118494
30/09/2010,Tây Ninh,15,893,097476911009,2464,81575103590782749322891970749977278,5554415787,79186,78996,273558
01/10/2010,Bình Dương,51,604,761701184728,8070,35185961819545767941888155569357043,0450395998,60859,89923,574848
01/10/2010,Trà Vinh,00,195,776289531175,8298,62042793589445260732051469932760176,2331001875,63077,45092,194592
01/10/2010,Vĩnh Long,15,982,026686669272,9833,41804310512214708617158735193150382,7632443563,14574,26463,014972
02/10/2010,Bình Phước,40,950,426960796421,7460,77686970362464473410793054388303709,0146669848,15287,13461,982222
